subject,predicate,object
傣族剪纸,历史学特征,受佛教文化影响
傣族剪纸,历史学特征,受中原文化影响
傣族剪纸,符号学特征,龙凤图案
傣族剪纸,符号学特征,孔雀形象
傣族剪纸,符号学特征,大象造型
傣族剪纸,符号学特征,狮子纹样
傣族剪纸,符号学特征,麒麟图腾
傣族剪纸,符号学特征,马鹿形态
傣族剪纸,符号学特征,骏马奔腾
傣族剪纸,符号学特征,游鱼动态
傣族剪纸,符号学特征,糯粘花植物
傣族剪纸,符号学特征,玫瑰花饰
傣族剪纸,符号学特征,菊花元素
傣族剪纸,符号学特征,茶花造型
傣族剪纸,符号学特征,杜鹃花卉
傣族剪纸,符号学特征,亭台楼阁建筑
傣族剪纸,美学特征,粗犷有力风格
傣族剪纸,美学特征,朴实无华特质
傣族剪纸,美学特征,整齐匀称构图
傣族剪纸,美学特征,生动形象表现
傣族剪纸,工具特性,尖利仄薄剪刀
傣族剪纸,工具特性,稳钻灵活凿子
傣族剪纸,制作方法,剪无需稿样
傣族剪纸,制作方法,凿需稿样
傣族剪纸,制品类型,扎董
傣族剪纸,制品类型,佛幡
傣族剪纸,制品类型,挂灯
傣族剪纸,制品类型,板状装饰
傣族剪纸,应用场景,佛殿门窗装饰
傣族剪纸,应用场景,佛伞纹饰
傣族剪纸,应用场景,演出道具
傣族剪纸,应用场景,节日彩棚
傣族剪纸,传承现状,艺人收入低微
傣族剪纸,传承现状,青年从业意愿弱
傣族剪纸,保护地位,国家级非物质文化遗产
傣族剪纸,代表性传承人,思华章
东巴画,主要描绘内容,纳西族民间信奉中的神灵、传说中的祖先及动物等
东巴画,表现形式,经卷图画
东巴画,表现形式,木牌画
东巴画,表现形式,纸牌画
东巴画,表现形式,卷轴画
经卷图画,包括元素,东巴图画文字
经卷图画,包括元素,封面装帧画
经卷图画,包括元素,经书扉页
经卷图画,包括元素,题图
木牌画,用途,插地祭祀活动
纸牌画,载体材料,自制的土纸
纸牌画,类型一,绘制的神像或竖于神坛供人祭拜或戴在祭司头顶
纸牌画,类型二,绘画谱典或用作绘画者的规范或用作绘画传承时的教本
卷轴画,绘制基底,麻布或土布
卷轴画,绘画内容,纳西族信奉的神祗
卷轴画,借鉴技法来源,藏、汉等民族的绘画技法
卷轴画,吸收文化元素,佛、道文化元素
卷轴画,吸取艺术特点,元、明以来藏族唐卡造像艺术的特点
《神路图》,所属类别,卷轴画
《神路图》,长度特征,全长十几米
《神路图》,组成方式,由一百多幅分格连环画组成直幅长卷
《神路图》,描绘数量,三百六十多个人物及动物形象
《神路图》,反映观念,纳西族灵魂不灭的生命意识和完善人生的伦理观念
东巴绘画,使用材料,木片、东巴纸、麻布等
东巴绘画,勾画工具,自制的竹笔蘸松烟墨
东巴绘画,色彩特性,绚丽多彩历经数百年而不褪色
东巴绘画,形象特征,具有强烈的原始意味
东巴绘画,表现手法,以线条表现为主并不注重事物外部的形体比例
东巴绘画,文字结合特征,亦字亦画保留了浓郁的象形文字书写特征
东巴绘画,研究价值,是研究人类原始绘画艺术的活化石
云南省,群众基础广泛地区,石林县和元谋县
元谋县小凉山乡彝族摔跤,彝语名称,格
格,含义,力量与技术
彝族摔跤,体现精神,勇敢坚强和不屈不挠
彝族,文化观念关联,自古尚武
火把节和其他喜庆节日,活动内容,开展摔跤比赛
摔跤赛目的之一,祈求,风调雨顺五谷丰登
摔跤赛目的之二,增强,团结
摔跤赛目的之三,增加,节日喜庆气氛
摔跤赛目的之四,培养,勇敢精神
石林县人民政府,举办赛事起始时间,世纪年代起
石林县,建立机构,石林业余少年体校
石林县,建立机构类型,训练点和训练网点
石林县培养的人才,贡献领域,云南省摔跤运动持续发展
章哈,民族学特征,流传于云南省南部边陲的西双版纳傣族自治州及思茅市江城、孟连、景谷等地傣族村寨
章哈,民族学特征,与傣族毗邻而居的布朗族中也有传唱
章哈,历史学特征,保存了诸多傣族最原始古老的歌谣、神话和传说
章哈,历史学特征,兴盛时期曾产生过康朗甩、康朗英、波玉温等享誉全国的著名艺人
章哈,符号学特征,既是歌手称谓也是作为曲艺表演形式的曲种名称
章哈,符号学特征,以傣族拉弦乐器玎伴奏称作哈赛玎
章哈,符号学特征,以单簧吹管乐器筚伴奏称作哈塞筚
章哈,美学特征,具有柔美抒情的特色
章哈,社会学特征,近年来因城镇化进程加快面临生存危机
章哈,社会学特征,老一辈歌手逐渐老去相继离世
章哈,社会学特征,外来的艺术和娱乐形式涌入导致听章哈的风习已远不及以往
章哈,历史学特征,今已无知名章哈歌手一些长篇的演唱内容也逐渐失传
关索戏,民族学特征,融合当地民歌小调和颂佛唱经旋律
关索戏,历史学特征,源于高腔并吸收滇剧腔调
关索戏,符号学特征,头戴面具象征角色身份与神秘性
关索戏,美学特征,无弦伴奏、敲锣打鼓的简约音乐风格
关索戏,民族学特征,使用本地方言进行唱白结合的表演
关索戏,历史学特征,专演三国蜀国故事歌颂刘关张功绩
关索戏,符号学特征,以锣鼓指挥转板换调形成节奏符号系统
关索戏,美学特征,男扮女装塑造鲍三娘与百花公主形象
关索戏,社会学特征,行当仅分生旦净且净脚限定二人
关索戏,民族学特征,唱腔包含长板/短板/报信板等特色曲调
关索戏,历史学特征,三百多年流行于云南澄江阳宗镇小屯村
关索戏,符号学特征,《点将》作为开场仪式强化叙事结构
关索戏,美学特征,不设舞台不受时空限制的露天歌舞形式
关索戏,社会学特征,正月十六结束演出后装箱送药王习俗
关索戏,历史学特征,保留娱神歌舞遗风的古老傩戏传统
关索戏,符号学特征,用面具替代胭脂脸谱的脸谱化表达
关索戏,美学特征,自由音域节奏下个性化演唱差异
白剧,形成方式,吹吹腔戏与大本曲剧合流
吹吹腔戏,兴盛时期,清代光绪年间
吹吹腔戏,表演内容,渔、樵、耕、读等戏剧人物
吹吹腔戏,衰微时期,民国初年
吹吹腔戏,保存原因,长期处于封闭环境不受外界影响
吹吹腔戏,保存成果,传统剧目和古朴演出程式完整保存至今
白剧,定名时间,现代
白剧,剧目总数,四百多个
白剧,传统剧目数量,三百多个
白剧,新创剧目数量,八十多个
白剧,整理改编剧目数量,约五十多个
白剧,现存状态,在白族民间仍然十分活跃
白剧,艺术形态特征,以原样的形态展现艺术活力
白剧,关联艺术形式,吹吹腔、大本曲
彝剧,社会学特征,展现出彝族人民的民族精神
彝剧,社会学特征,展现出彝族人民的宗教信仰
彝剧,社会学特征,展现出彝族人民的价值取向
彝剧,民族学特征,楚雄彝族特有的一种地方民族戏剧
彝剧,民族学特征,在云南省楚雄彝族自治州境内广泛流传
彝剧,民族学特征,注意突出彝族对话时常用比喻的特点
彝剧,民族学特征,含蓄地表现人物的心理活动
彝剧,民族学特征,场上对白时使用汉语彝腔尤能凸显彝族白话中的幽默感
彝剧,民族学特征,表演结合彝族人民能歌善舞的特点
彝剧,民族学特征,大量采用彝族三道弯、爬山式、跳跃式、打跳等生活中随处可见的步子使得表演动作舞蹈化
彝剧,历史学特征,是在彝族的传统节日和民俗活动中不断形成和发展起来的
彝剧,符号学特征,演出所用道具都是当地彝族人民常用的劳动工具
彝剧,符号学特征,服装、头饰则是彝族妇女手工精心制作而成
彝剧,美学特征,十分重视用音乐来烘托和渲染舞台气氛
彝剧,美学特征,围绕不同曲调、唱腔进一步以富有乡土气息的民族音乐来表现内容
彝剧,美学特征,具有鲜明的时代性、地方特色和浓郁的民族风格
清代咸丰年之前过境的商贾军民,带到,云南省腾冲县甘蔗寨
佤族民众,传播,清戏
佤族清戏,取材于,《三孝记》
佤族清戏,取材于,《白鹤传》
常演剧目,包含,《姜姑刁嫂》
常演剧目,包含,《逐赶庞氏》
常演剧目,包含,《芦林相会》
常演剧目,包含,《安安送米》
滇剧,流行地区,云南全省
滇剧,流行地区,贵州部分地区
滇剧,流行地区,四川部分地区
滇剧,流行国家,缅甸
滇剧,流行国家,泰国
滇剧,流行国家,新加坡
滇剧,流行国家,马来西亚
滇剧,声腔类型,丝弦腔
滇剧,声腔类型,胡琴腔
滇剧,声腔类型,襄阳腔
丝弦腔,起源,秦腔
襄阳腔,起源,汉调
滇剧,受滋养来源,云南民族民间音乐
滇剧,艺术特点,曲调自然流畅
滇剧,表演范围,各种样式
滇剧,表演范围,各种结构
滇剧,表演范围,各种情调
滇剧,荣誉称号,滇粹
滇剧,传统剧目数量,多达种
历代艺人,创作方式,结合时代特点
历代艺人,编演内容,反映边疆少数民族历史
历代艺人,编演内容,反映现实生活
滇剧,研究价值,地方历史文化
滇剧,研究价值,西南边疆艺术
腾冲皮影戏,流派分类,西腔
腾冲皮影戏,流派分类,东腔
东腔皮影,服务区域,云南省腾冲县境东南部
东腔皮影,演出剧目,《樊梨花征西》
东腔皮影,演出地点,旧城
东腔皮影,演出剧目,《孙庞斗智》
东腔皮影,演出地点,缅甸南坎
东腔皮影,演出剧目,《宝莲灯》
腾冲皮影戏,获奖作品,《长坂坡》
腾冲皮影戏,获奖作品,《斩三妖》
腾冲皮影戏,荣誉奖项,特别荣誉奖
腾冲固东镇,称号,中国民间艺术皮影之乡
刘家寨皮影,代表地区,西南地区
刘家寨皮影,参赛名称,金狮奖全国第二届木偶皮影比赛
刘家寨皮影,荣获奖项,表演综合铜奖
刘永周,获奖类型,造型制作奖
刘定三,获奖类型,造型制作奖
傣剧,起源形式,有一定人物情节的傣族歌舞表演及佛经讲唱
傣剧,吸收艺术营养,滇剧
傣剧,吸收艺术营养,皮影戏
清末盈江干崖土司署,组织,德宏历史上第一个傣戏班
德宏十个土司衙门,建立,傣戏班
德宏十个土司衙门,建造,戏楼
傣剧,扩散至,民间
民间,涌现,大量民间傣剧表演组织
新中国建立后,推动发展,傣剧
潞西县傣剧团,成立时间,年第一个专业演出团体
潞西县傣剧团,扩建为,德宏州傣剧团
初期傣剧男性角色,装扮模仿,滇剧
初期傣剧男性角色,动作套路模仿,京剧
演员表演方式,包括动作,上前三步演唱或做动作再退后三步听场边人提词
唱段之间,伴奏乐器,锣鼓等打击乐
唱腔发展形成,基本腔调之一,【喊混】男腔
唱腔发展形成,基本腔调之二,【喊朗】女腔
演出服饰,使用,傣装
表演动作,融入元素,傣族民间舞蹈的步态
伴奏乐器新增,葫芦丝)23.(伴奏乐器新增,二胡
伴奏乐器新增,象脚鼓)25.(传统剧目来源之一,"源自,傣族民间故事"
传统剧目来源之一,源自,叙事长诗
传统剧目举例,《相勐》)29.(传统剧目举例,《千瓣莲花》
传统剧目举例,《朗推罕》)31.(部分传统剧目,"翻译移植自,汉族剧目"
翻译移植剧目举例,《庄子试妻》)33.(翻译移植剧目举例,《甘露寺》
翻译移植剧目举例,《杨门女将》)35.(世纪年代以来,"整理改编创作演出剧目,《娥并与桑洛》"
世纪年代以来,整理改编创作演出剧目,《海罕》
《娥并与桑洛》,参加演出活动,西南区少数民族戏剧观摩演出
《娥并与桑洛》,被誉为,东南亚的明珠
较大傣族村寮,拥有,业余演出队伍
当前受众群体,主要为,老年人
傣剧传承现状,面临问题,困难日益凸现
云南壮剧,分支,富宁土戏
云南壮剧,分支,文山乐西土戏
云南壮剧最早唱腔形式,源自,富宁土戏
广南沙戏,形成时间,清代光绪年间
文山乐西土戏,形成时间,清代光绪年间
云南壮剧,艺术基础,壮族山歌
云南壮剧,艺术基础,舞蹈
云南壮剧,艺术基础,音乐
云南壮剧,艺术基础,说唱
云南壮剧,表演场合,陇端节
陇端节,文化习俗,有陇端必有戏无戏无陇端
云南壮剧,反映内容,精神追求
云南壮剧,反映内容,理想信仰
云南壮剧,涉及领域,日常生活
云南壮剧,涉及领域,节日庆典
云南壮剧,社会功能,百科全书
文山壮族苗族自治州,地理位置特征,边境地区
境外异国文化,影响方式,有形或无形
云南壮剧,文化价值,巩固中华民族的文化观念
云南壮剧,文化价值,巩固中华民族的文化习俗
花灯戏,社会学特征,载歌载舞
花灯戏,社会学特征,有说有唱
花灯戏,社会学特征,综合性质表演艺术形式
贵州花灯,民族学特征,吸收贵州本土语言
贵州花灯,民族学特征,吸收贵州音乐曲调
黔西花灯戏,历史学特征,二百多年历史
黔西花灯戏,历史学特征,流行于遵义/毕节/安顺/铜仁等市地
黔西花灯戏,符号学特征,武功表演
黔西花灯戏,符号学特征,音乐曲调桐子树
黔西花灯戏,符号学特征,舞蹈耍双扇
黔西花灯戏,符号学特征,衬词运用
代表剧目《拜年》/《姐妹观花》/《三访亲》/《刘三妹挑水》/《放牛拦妻》,美学特征,传统演艺形式
花灯艺术,社会学特征,艺人逐渐减少老化
花灯艺术,社会学特征,年轻一代丧失学习热情
花灯艺术,社会学特征,需加大保护扶持力度
花灯戏,社会学特征,剧场演出日益减少
花灯戏,社会学特征,剧团经费短缺
花灯戏,社会学特征,新剧目编排上演困难
花灯戏,社会学特征,年轻一代编创演出人员后继乏人
云南花灯戏,民族学特征,源于民间花灯歌舞
云南花灯戏,民族学特征,受当地方言影响形成不同风格
云南花灯戏,民族学特征,受民歌影响形成不同风格
云南花灯戏,民族学特征,受习俗影响形成不同风格
昆明花灯戏,历史学特征,保留明清小曲最多
昆明花灯戏,历史学特征,保留明清剧目最多
姚安花灯戏,历史学特征,民歌色彩浓重
玉溪花灯戏,历史学特征,革新最早被称为新灯
玉溪花灯戏,历史学特征,受滇剧影响较大
云南花灯戏,符号学特征,手不离扇
云南花灯戏,符号学特征,帕载歌载舞
